date,farm_id,weight
2019-10-1,Farm 3,16723
2019-10-1,Farm 4,6917
2019-10-1,Farm 5,3598
2019-10-1,Farm 8,16318
2019-10-1,Farm 9,3587
2019-10-1,Farm 12,2728
2019-10-1,Farm 13,2978
2019-10-1,Farm 14,6205
2019-10-1,Farm 15,8023
2019-10-1,Farm 17,17193
2019-10-2,Farm 3,16685
2019-10-2,Farm 4,6962
2019-10-2,Farm 5,3448
2019-10-2,Farm 6,16374
2019-10-2,Farm 7,8070
2019-10-2,Farm 8,16248
2019-10-2,Farm 9,3702
2019-10-2,Farm 10,16582
2019-10-2,Farm 11,2651
2019-10-2,Farm 12,2663
2019-10-2,Farm 13,3223
2019-10-2,Farm 14,6152
2019-10-2,Farm 15,7921
2019-10-2,Farm 16,16913
2019-10-2,Farm 17,17265
2019-10-3,Farm 3,16753
2019-10-3,Farm 4,6867
2019-10-3,Farm 5,3506
2019-10-3,Farm 8,16186
2019-10-3,Farm 9,3503
2019-10-3,Farm 12,2609
2019-10-3,Farm 13,3185
2019-10-3,Farm 14,6292
2019-10-3,Farm 15,8016
2019-10-3,Farm 17,17231
2019-10-4,Farm 3,16784
2019-10-4,Farm 4,6864
2019-10-4,Farm 5,3491
2019-10-4,Farm 6,16382
2019-10-4,Farm 7,8073
2019-10-4,Farm 8,16290
2019-10-4,Farm 9,3341
2019-10-4,Farm 10,16561
2019-10-4,Farm 11,2576
2019-10-4,Farm 12,2794
2019-10-4,Farm 13,3190
2019-10-4,Farm 14,6387
2019-10-4,Farm 15,7919
2019-10-4,Farm 16,16945
2019-10-4,Farm 17,17059
2019-10-5,Farm 3,16735
2019-10-5,Farm 4,6975
2019-10-5,Farm 5,3342
2019-10-5,Farm 8,16093
2019-10-5,Farm 9,3592
2019-10-5,Farm 12,2727
2019-10-5,Farm 13,3058
2019-10-5,Farm 14,6152
2019-10-5,Farm 15,7899
2019-10-5,Farm 17,17117
2019-10-6,Farm 3,16742
2019-10-6,Farm 4,6989
2019-10-6,Farm 5,3378
2019-10-6,Farm 6,16338
2019-10-6,Farm 7,8008
