date,farm_id,weight
2019-11-1,Farm 3,16655
2019-11-1,Farm 4,6858
2019-11-1,Farm 5,3567
2019-11-1,Farm 8,16198
2019-11-1,Farm 9,3639
2019-11-1,Farm 12,2592
2019-11-1,Farm 13,2998
2019-11-1,Farm 14,6121
2019-11-1,Farm 15,7930
2019-11-1,Farm 17,17116
2019-11-2,Farm 3,16849
2019-11-2,Farm 4,6918
2019-11-2,Farm 5,3570
2019-11-2,Farm 6,16328
2019-11-2,Farm 7,8131
2019-11-2,Farm 8,16196
2019-11-2,Farm 9,3632
2019-11-2,Farm 10,16481
2019-11-2,Farm 11,2703
2019-11-2,Farm 12,2778
2019-11-2,Farm 13,3169
2019-11-2,Farm 14,6147
2019-11-2,Farm 15,7997
2019-11-2,Farm 16,16871
2019-11-2,Farm 17,17123
2019-11-3,Farm 3,16623
2019-11-3,Farm 4,6971
2019-11-3,Farm 5,3428
2019-11-3,Farm 8,15997
2019-11-3,Farm 9,3731
2019-11-3,Farm 12,2670
2019-11-3,Farm 13,3087
2019-11-3,Farm 14,6213
2019-11-3,Farm 15,7859
2019-11-3,Farm 17,17205
2019-11-4,Farm 3,16733
2019-11-4,Farm 4,6954
2019-11-4,Farm 5,3505
2019-11-4,Farm 6,16371
2019-11-4,Farm 7,7964
2019-11-4,Farm 8,16110
2019-11-4,Farm 9,3606
2019-11-4,Farm 10,16632
2019-11-4,Farm 11,2560
2019-11-4,Farm 12,2642
2019-11-4,Farm 13,3079
2019-11-4,Farm 14,6107
2019-11-4,Farm 15,7877
2019-11-4,Farm 16,17096
2019-11-4,Farm 17,17074
2019-11-5,Farm 3,16736
2019-11-5,Farm 4,6963
2019-11-5,Farm 5,3363
2019-11-5,Farm 8,16079
2019-11-5,Farm 9,3604
2019-11-5,Farm 12,2696
2019-11-5,Farm 13,3087
2019-11-5,Farm 14,6146
2019-11-5,Farm 15,7987
2019-11-5,Farm 17,17086
2019-11-6,Farm 3,16797
2019-11-6,Farm 4,6976
2019-11-6,Farm 5,3511
2019-11-6,Farm 6,16352
2019-11-6,Farm 7,8185
2019-11-6,Farm 8,16199
2019-11-6,Farm 9,3474
2019-11-6,Farm 10,16663
