date,farm_id,weight
2019-2-1,Farm 3,16690
2019-2-1,Farm 4,6822
2019-2-1,Farm 5,3408
2019-2-1,Farm 8,16161
2019-2-1,Farm 9,3493
2019-2-1,Farm 12,2654
2019-2-1,Farm 13,3025
2019-2-1,Farm 14,6237
2019-2-1,Farm 15,8012
2019-2-1,Farm 17,17041
2019-2-2,Farm 3,16744
2019-2-2,Farm 4,6734
2019-2-2,Farm 5,3435
2019-2-2,Farm 6,16344
2019-2-2,Farm 7,8028
2019-2-2,Farm 8,16179
2019-2-2,Farm 9,3553
2019-2-2,Farm 10,16574
2019-2-2,Farm 11,2568
2019-2-2,Farm 12,2759
2019-2-2,Farm 13,3027
2019-2-2,Farm 14,6314
2019-2-2,Farm 15,8062
2019-2-2,Farm 16,16835
2019-2-2,Farm 17,17175
2019-2-3,Farm 3,16780
2019-2-3,Farm 4,6877
2019-2-3,Farm 5,3483
2019-2-3,Farm 8,16217
2019-2-3,Farm 9,3641
2019-2-3,Farm 12,2662
2019-2-3,Farm 13,3144
2019-2-3,Farm 14,6153
2019-2-3,Farm 15,7931
2019-2-3,Farm 17,17234
2019-2-4,Farm 3,16633
2019-2-4,Farm 4,6921
2019-2-4,Farm 5,3357
2019-2-4,Farm 6,16301
2019-2-4,Farm 7,7873
2019-2-4,Farm 8,16116
2019-2-4,Farm 9,3569
2019-2-4,Farm 10,16643
2019-2-4,Farm 11,2480
2019-2-4,Farm 12,2643
2019-2-4,Farm 13,2965
2019-2-4,Farm 14,6363
2019-2-4,Farm 15,7925
2019-2-4,Farm 16,16797
2019-2-4,Farm 17,17086
2019-2-5,Farm 3,16656
2019-2-5,Farm 4,6977
2019-2-5,Farm 5,3532
2019-2-5,Farm 8,16165
2019-2-5,Farm 9,3423
2019-2-5,Farm 12,2548
2019-2-5,Farm 13,3038
2019-2-5,Farm 14,6264
2019-2-5,Farm 15,7893
2019-2-5,Farm 17,16989
2019-2-6,Farm 3,16725
2019-2-6,Farm 4,6749
2019-2-6,Farm 5,3407
2019-2-6,Farm 6,16391
2019-2-6,Farm 7,7970
2019-2-6,Farm 8,16168
2019-2-6,Farm 9,3443
2019-2-6,Farm 10,16529
2019-2-6,Farm 11,2467
2019-2-6,Farm 12,2829
2019-2-6,Farm 13,3175
2019-2-6,Farm 14,6192
2019-2-6,Farm 15,7805
2019-2-6,Farm 16,16757
2019-2-6,Farm 17,17193
2019-2-7,Farm 3,16679
2019-2-7,Farm 4,6910
2019-2-7,Farm 5,3503
2019-2-7,Farm 8,16064
2019-2-7,Farm 9,3562
2019-2-7,Farm 12,2626
2019-2-7,Farm 13,3017
2019-2-7,Farm 14,6089
2019-2-7,Farm 15,7901
2019-2-7,Farm 17,17100
2019-2-8,Farm 3,16858
2019-2-8,Farm 4,6972
2019-2-8,Farm 5,3506
2019-2-8,Farm 6,16428
2019-2-8,Farm 7,8039
2019-2-8,Farm 8,16156
2019-2-8,Farm 9,3443
2019-2-8,Farm 10,16573
2019-2-8,Farm 11,2442
2019-2-8,Farm 12,2755
2019-2-8,Farm 13,2969
2019-2-8,Farm 14,6116
2019-2-8,Farm 15,7876
2019-2-8,Farm 16,16912
2019-2-8,Farm 17,17133
2019-2-9,Farm 3,16689
2019-2-9,Farm 4,6772
2019-2-9,Farm 5,3378
2019-2-9,Farm 8,16279
2019-2-9,Farm 9,3617
2019-2-9,Farm 12,2711
2019-2-9,Farm 13,2921
2019-2-9,Farm 14,6148
2019-2-9,Farm 15,7856
2019-2-9,Farm 17,17112
2019-2-10,Farm 3,16749
2019-2-10,Farm 4,6877
2019-2-10,Farm 5,3425
2019-2-10,Farm 6,16302
2019-2-10,Farm 7,8230
2019-2-10,Farm 8,16159
2019-2-10,Farm 9,3686
2019-2-10,Farm 10,16574
2019-2-10,Farm 11,2432
2019-2-10,Farm 12,2575
2019-2-10,Farm 13,3046
2019-2-10,Farm 14,6193
2019-2-10,Farm 15,7919
2019-2-10,Farm 16,16811
2019-2-10,Farm 17,17146
2019-2-11,Farm 3,16675
2019-2-11,Farm 4,6823
2019-2-11,Farm 5,3500
2019-2-11,Farm 8,16318
2019-2-11,Farm 9,3590
2019-2-11,Farm 12,2695
2019-2-11,Farm 13,3033
2019-2-11,Farm 14,6119
2019-2-11,Farm 15,7941
2019-2-11,Farm 17,17235
2019-2-12,Farm 3,16693
2019-2-12,Farm 4,6892
2019-2-12,Farm 5,3443
2019-2-12,Farm 6,16401
2019-2-12,Farm 7,8117
2019-2-12,Farm 8,16320
2019-2-12,Farm 9,3503
2019-2-12,Farm 10,16543
2019-2-12,Farm 11,2434
2019-2-12,Farm 12,2658
2019-2-12,Farm 13,2909
2019-2-12,Farm 14,6370
