date,farm_id,weight
2019-1-1,Farm 118,17497
2019-1-1,Farm 119,2599
2019-1-1,ZU4XV2,11924
2019-1-1,Farm 121,3644
2019-1-1,Farm 122,17477
2019-1-2,Farm 118,17471
2019-1-2,Farm 119,2556
2019-1-2,Farm 120,11954
2019-1-2,Farm 121,3527
2019-1-2,Farm 122,17488
2019-1-3,Farm 118,17582
2019-1-3,Farm 119,2580
2019-1-3,Farm 120,11893
2019-1-3,Farm 121,3618
2019-1-3,Farm 122,17565
2019-1-4,Farm 118,17481
2019-1-4,Farm 119,2613
2019-1-4,Farm 120,11940
2019-1-4,Farm 121,OXVFWN
2019-1-4,Farm 122,17603
2019-1-5,Farm 118,17469
2019-1-5,Farm 119,2622
2019-1-5,Farm 120,11918
2019-1-5,Farm 121,3688
2019-1-5,Farm 122,17453
2019-1-6,RA5NP9,17362
2019-1-6,Farm 119,2525
2019-1-6,Farm 120,11996
2019-1-6,Farm 121,3650
2019-1-6,Farm 122,17365
2019-1-7,Farm 118,17455
2019-1-7,Farm 119,2573
P8EQ2S,Farm 120,12061
2019-1-7,Farm 121,3700
2019-1-7,Farm 122,17426
2019-1-8,Farm 118,17415
2019-1-8,Farm 119,2464
2019-1-8,4II569,11859
2019-1-8,Farm 121,V70VO1
2019-1-8,73TA4M,17600
2019-1-9,Farm 118,17365
2019-1-9,Farm 119,2535
2019-1-9,Farm 120,12063
IDU3LW,Farm 121,3745
2019-1-9,Farm 122,17572
2019-1-10,Farm 118,17436
2019-1-10,Farm 119,2450
2019-1-10,Farm 120,11927
2019-1-10,Farm 121,3810
2019-1-10,Farm 122,17605
2019-1-11,JMMPJR,17469
2019-1-11,Farm 119,2466
2019-1-11,Farm 120,11943
2019-1-11,Farm 121,3721
2019-1-11,Farm 122,17493
2019-1-12,Farm 118,ZH4OKR
2019-1-12,Farm 119,2409
2019-1-12,Farm 120,11849
2019-1-12,Farm 121,3793
2019-1-12,Farm 122,17559
2019-1-13,Farm 118,17520
2019-1-13,PHO869,2622
2019-1-13,Farm 120,11847
2019-1-13,Farm 121,3725
2019-1-13,Farm 122,17529
2019-1-14,J46NR3,17496
2019-1-14,Farm 119,2682
V16S6J,Farm 120,11993
2019-1-14,Farm 121,3882
2019-1-14,Farm 122,17313
2019-1-15,Farm 118,17456
2019-1-15,Farm 119,2521
2019-1-15,Farm 120,DRCGJJ
2019-1-15,Farm 121,3685
2019-1-15,Farm 122,17545
2019-1-16,Farm 118,17484
2019-1-16,Farm 119,2488
2019-1-16,Farm 120,11816
2019-1-16,Farm 121,3702
2019-1-16,Farm 122,17568
WNYHN5,Farm 118,17330
2019-1-17,Farm 119,2718
2019-1-17,FF4YJP,11835
2019-1-17,Farm 121,3710
2019-1-17,Farm 122,17523
RDL0U0,Farm 118,17434
2019-1-18,Farm 119,2583
2019-1-18,Farm 120,11862
2019-1-18,Farm 121,3677
2019-1-18,Farm 122,17391
2019-1-19,Farm 118,SZFSP7
2019-1-19,Farm 119,2501
AXJJ8W,Farm 120,11853
2019-1-19,Farm 121,3665
2019-1-19,Farm 122,17447
2019-1-20,Farm 118,17542
2019-1-20,Farm 119,2506
2019-1-20,Farm 120,11946
2019-1-20,Farm 121,3768
2019-1-20,Farm 122,VYA0WZ
2019-1-21,Farm 118,17554
2019-1-21,Farm 119,2536
2019-1-21,FX2PKQ,11926
2019-1-21,Farm 121,3693
2019-1-21,Farm 122,17612
2019-1-22,Farm 118,17500
2019-1-22,Farm 119,2701
2019-1-22,Farm 120,11891
2019-1-22,I6LTAW,3712
2019-1-22,Farm 122,17511
2019-1-23,Farm 118,17480
2019-1-23,Farm 119,2558
2019-1-23,Farm 120,12048
2019-1-23,Farm 121,3665
2019-1-23,Farm 122,17472
2019-1-24,Farm 118,17534
2019-1-24,Farm 119,2464
2019-1-24,Farm 120,11906
2019-1-24,Farm 121,3725
2019-1-24,Farm 122,17552
2019-1-25,Farm 118,17443
2019-1-25,Farm 119,2514
CKOLKS,Farm 120,11800
2019-1-25,Farm 121,3901
2019-1-25,PIPI2G,17473
2019-1-26,Farm 118,17520
2019-1-26,Farm 119,2561
2019-1-26,Farm 120,11821
2019-1-26,Farm 121,3731
2019-1-26,Farm 122,17424
2019-1-27,Farm 118,U4RNS2
2019-1-27,Farm 119,2616
2019-1-27,Farm 120,HE22II
2019-1-27,Farm 121,3752
2019-1-27,Farm 122,17455
2019-1-28,Farm 118,HJXYE6
2019-1-28,Farm 119,2638
2019-1-28,Farm 120,12030
2019-1-28,Farm 121,3781
2019-1-28,Farm 122,17586
2019-1-29,Farm 118,17584
2019-1-29,Farm 119,2571
2019-1-29,Farm 120,11917
2019-1-29,Farm 121,3552
FWISRW,Farm 122,17549
2019-1-30,Farm 118,17450
2019-1-30,Farm 119,2595
2019-1-30,Farm 120,12031
2019-1-30,Farm 121,3740
2019-1-30,Farm 122,17616
2019-1-31,Farm 118,17459
IIZ38K,Farm 119,2583
2019-1-31,Farm 120,11921
2019-1-31,AW7VVW,3728
2019-1-31,Farm 122,17439
