date,farm_id,weight
2019-3-1,Farm 118,17553
2019-3-1,Farm 119,2614
2019-3-1,Farm 120,11793
2019-3-1,Farm 121,3735
2019-3-1,Farm 122,17542
2019-3-2,Farm 118,17429
2019-3-2,Farm 119,1KOO0R
2019-3-2,Farm 120,NBGMSM
2019-3-2,Farm 121,3735
2019-3-2,Farm 122,17488
2019-3-3,Farm 118,17480
2019-3-3,Farm 119,2538
2019-3-3,Farm 120,11963
2019-3-3,Farm 121,O5JMGF
2019-3-3,Farm 122,17510
2019-3-4,Farm 118,17432
2019-3-4,Farm 119,2578
2019-3-4,7FSAM0,11944
2019-3-4,Farm 121,3694
2019-3-4,Farm 122,17615
2019-3-5,Farm 118,17553
2019-3-5,Farm 119,2485
2019-3-5,Farm 120,11902
2019-3-5,Farm 121,3782
B1M2WG,Farm 122,17370
2019-3-6,Farm 118,17478
2019-3-6,Farm 119,2640
2019-3-6,Farm 120,11873
2019-3-6,Farm 121,WEO084
2019-3-6,Farm 122,17454
2019-3-7,Farm 118,17467
2019-3-7,Farm 119,2626
2019-3-7,Farm 120,VB7K73
2019-3-7,Farm 121,3767
2019-3-7,Farm 122,17630
2019-3-8,Farm 118,17568
2019-3-8,Farm 119,2662
2019-3-8,Farm 120,11956
2019-3-8,Farm 121,3796
2019-3-8,Farm 122,17474
2019-3-9,Farm 118,17554
2019-3-9,Farm 119,2459
2019-3-9,Farm 120,11911
2019-3-9,Farm 121,3639
2019-3-9,Farm 122,17385
2019-3-10,Farm 118,17381
2019-3-10,Farm 119,2448
2019-3-10,Farm 120,11893
2019-3-10,Farm 121,3647
2019-3-10,Farm 122,17460
2019-3-11,Farm 118,17524
2019-3-11,Farm 119,SWJW3U
2019-3-11,Farm 120,11768
2019-3-11,Farm 121,3650
2019-3-11,Farm 122,17351
IPP85T,Farm 118,17473
2019-3-12,Farm 119,2618
2019-3-12,Farm 120,11797
2019-3-12,Farm 121,3684
2019-3-12,Farm 122,17573
2019-3-13,Farm 118,17430
2019-3-13,Farm 119,2549
2H2ZPP,Farm 120,12020
2019-3-13,Farm 121,3794
2019-3-13,Farm 122,17463
2019-3-14,Farm 118,17367
2019-3-14,Farm 119,2613
2019-3-14,Farm 120,11982
2019-3-14,Farm 121,3864
2019-3-14,Farm 122,17435
2019-3-15,Farm 118,LQ0MM3
2019-3-15,Farm 119,2561
2019-3-15,Farm 120,11814
2019-3-15,01TA2V,3635
2019-3-15,Farm 122,17380
2019-3-16,Farm 118,17586
2019-3-16,Farm 119,2568
2019-3-16,Farm 120,11980
2019-3-16,Farm 121,3794
2019-3-16,Farm 122,17528
2019-3-17,Farm 118,17478
2019-3-17,Farm 119,2554
2019-3-17,Farm 120,11881
2019-3-17,Farm 121,3691
2019-3-17,Farm 122,17614
2019-3-18,Farm 118,17499
2019-3-18,Farm 119,2524
2019-3-18,Farm 120,2ZTX74
2019-3-18,S6L1FD,3685
2019-3-18,Farm 122,17478
2019-3-19,Farm 118,17495
2019-3-19,Farm 119,2500
2019-3-19,Farm 120,11839
2019-3-19,Farm 121,3821
2019-3-19,Farm 122,17530
3LBK4G,Farm 118,17435
2019-3-20,Farm 119,2544
2019-3-20,Farm 120,11944
2019-3-20,Farm 121,3720
2019-3-20,Farm 122,17660
2019-3-21,Farm 118,17480
2019-3-21,Farm 119,2613
2019-3-21,Farm 120,11912
2019-3-21,YWBHFF,3679
X9SK5F,Farm 122,17477
2019-3-22,Farm 118,17539
2019-3-22,8MNB7A,2601
2019-3-22,Farm 120,11910
2019-3-22,Farm 121,3826
2019-3-22,Farm 122,17493
2019-3-23,Farm 118,4JB6PH
2019-3-23,Farm 119,HHVOQM
2019-3-23,Farm 120,12031
2019-3-23,Farm 121,3762
2019-3-23,Farm 122,17574
2019-3-24,Farm 118,17383
2019-3-24,Farm 119,2704
0X5AGU,Farm 120,11870
2019-3-24,Farm 121,3738
2019-3-24,Farm 122,17559
2019-3-25,Farm 118,17517
2019-3-25,Farm 119,2622
2019-3-25,Farm 120,11949
2019-3-25,Farm 121,3786
2019-3-25,Farm 122,17529
U0GMES,Farm 118,17465
2019-3-26,Farm 119,2592
2019-3-26,Farm 120,12000
2019-3-26,Farm 121,3741
2019-3-26,Farm 122,17487
2019-3-27,Farm 118,17484
2019-3-27,Farm 119,2610
2019-3-27,Farm 120,11986
2019-3-27,Farm 121,3746
2019-3-27,Farm 122,17541
2019-3-28,SNR85X,17499
2019-3-28,Farm 119,2596
V4CVM1,Farm 120,11924
2019-3-28,Farm 121,3860
2019-3-28,Farm 122,17513
2019-3-29,Farm 118,17328
2019-3-29,Farm 119,2486
2019-3-29,Farm 120,11928
2019-3-29,Farm 121,3726
2019-3-29,Farm 122,17512
2019-3-30,Farm 118,17413
2019-3-30,Farm 119,2451
2019-3-30,Farm 120,11919
2019-3-30,Farm 121,3752
2019-3-30,Farm 122,17630
2019-3-31,Farm 118,17482
2019-3-31,Farm 119,2516
2019-3-31,Farm 120,11908
2019-3-31,Farm 121,3761
2019-3-31,Farm 122,17473
