date,farm_id,weight
2019-2-1,Farm 118,17474
2019-2-1,Farm 119,2596
2019-2-1,Farm 120,11792
2019-2-1,Farm 121,3678
2019-2-1,Farm 122,17520
2019-2-2,Farm 118,17583
2019-2-2,Farm 119,2653
2019-2-2,Farm 120,11800
2019-2-2,NG2BZO,3745
2019-2-2,Farm 122,17543
2019-2-3,Farm 118,17378
2019-2-3,Farm 119,2621
2019-2-3,Farm 120,12016
2019-2-3,Farm 121,3620
2019-2-3,Farm 122,17495
2019-2-4,Farm 118,17414
2019-2-4,XDQ2N8,2662
3UK2CT,Farm 120,11969
2019-2-4,Farm 121,3820
HHVTOJ,Farm 122,17490
2019-2-5,Farm 118,17454
G1S0EQ,Farm 119,2488
2019-2-5,Farm 120,11922
2019-2-5,Farm 121,3580
2019-2-5,Farm 122,17466
2019-2-6,Farm 118,17607
2019-2-6,Farm 119,2730
2019-2-6,BX3LZE,11915
2019-2-6,Farm 121,3816
2019-2-6,Farm 122,17562
2019-2-7,8Z85JO,17450
2019-2-7,Farm 119,Q0V26V
2019-2-7,Farm 120,12008
2019-2-7,Farm 121,3791
2019-2-7,Farm 122,17463
2019-2-8,Farm 118,17560
2019-2-8,Farm 119,2555
2019-2-8,Farm 120,11980
2019-2-8,U4I7TX,3914
2019-2-8,Farm 122,17498
2019-2-9,Farm 118,17504
2019-2-9,Farm 119,2610
2019-2-9,Farm 120,11960
2019-2-9,Farm 121,3858
2019-2-9,Farm 122,17594
2019-2-10,Farm 118,17427
PBZXZM,Farm 119,2633
1OF4G7,Farm 120,11800
2019-2-10,Farm 121,3743
2019-2-10,Farm 122,17542
2019-2-11,Farm 118,17484
2019-2-11,Farm 119,2633
2019-2-11,Farm 120,12022
2019-2-11,Farm 121,3683
2019-2-11,Farm 122,17564
2019-2-12,Farm 118,17399
2019-2-12,Farm 119,2528
2019-2-12,Farm 120,11903
2019-2-12,Farm 121,3752
2019-2-12,Farm 122,17466
2019-2-13,Farm 118,17541
2019-2-13,Farm 119,2570
2019-2-13,Farm 120,11772
2019-2-13,RIZIS4,3638
2019-2-13,Farm 122,17467
2019-2-14,Farm 118,17542
2019-2-14,Farm 119,2591
2019-2-14,Farm 120,11865
2019-2-14,Farm 121,3839
2019-2-14,Farm 122,17467
2019-2-15,Farm 118,17425
2019-2-15,Farm 119,2437
2019-2-15,Farm 120,O2N2ZR
2019-2-15,Farm 121,3690
2019-2-15,Farm 122,17342
2019-2-16,Farm 118,17584
2019-2-16,Farm 119,3KW09L
2019-2-16,Farm 120,11860
2019-2-16,Farm 121,3688
2019-2-16,TO38YK,17534
2019-2-17,Farm 118,17585
2019-2-17,Farm 119,2614
2019-2-17,OCFV9D,11901
2019-2-17,Farm 121,3594
2019-2-17,Farm 122,17526
2019-2-18,Farm 118,17440
2019-2-18,Farm 119,2570
58Y40L,Farm 120,11932
2019-2-18,Farm 121,3843
2019-2-18,Farm 122,17435
2019-2-19,Farm 118,17499
Y645QR,Farm 119,2666
2019-2-19,02EAYL,11964
2019-2-19,Farm 121,3752
2019-2-19,Farm 122,17462
2019-2-20,Farm 118,17478
2019-2-20,Farm 119,2554
2019-2-20,Farm 120,11799
2019-2-20,Farm 121,3825
2019-2-20,Farm 122,17461
2019-2-21,Farm 118,17471
2019-2-21,IH3CNS,2611
2019-2-21,Farm 120,11848
AX8W98,Farm 121,3873
2019-2-21,Farm 122,17488
2019-2-22,Farm 118,17573
2019-2-22,Farm 119,2585
2019-2-22,Farm 120,12078
2019-2-22,Farm 121,3739
2019-2-22,Farm 122,17396
2019-2-23,Farm 118,17485
2019-2-23,Farm 119,2554
IJ56VB,Farm 120,11971
2019-2-23,Farm 121,V8XIAH
2019-2-23,Farm 122,17446
2019-2-24,Farm 118,17424
KEFKP8,Farm 119,2638
2019-2-24,Farm 120,12044
2019-2-24,Farm 121,3709
2019-2-24,Farm 122,17456
2019-2-25,Farm 118,17518
2019-2-25,Farm 119,2632
2019-2-25,Farm 120,11979
2019-2-25,Farm 121,3662
OQPSEI,Farm 122,17477
2019-2-26,Farm 118,17468
2019-2-26,Farm 119,2529
2019-2-26,Farm 120,12030
2019-2-26,Farm 121,QNG4YV
2019-2-26,XD2XN1,17500
2019-2-27,Farm 118,17495
2019-2-27,Farm 119,2653
2019-2-27,Farm 120,11908
2019-2-27,Farm 121,PY3M7A
2019-2-27,Farm 122,17490
2019-2-28,Farm 118,17437
ZGERXY,Farm 119,2649
2019-2-28,Farm 120,RE33Q2
2019-2-28,Farm 121,3672
2019-2-28,Farm 122,17468
