date,farm_id,weight
2019-7-1,Farm 118,17403
2019-7-1,Farm 119,2577
ROB43I,Farm 120,11964
2019-7-1,Farm 121,3804
2019-7-1,Farm 122,17446
B9C1SL,Farm 118,17519
2019-7-2,Farm 119,2711
2019-7-2,Farm 120,11979
2019-7-2,Farm 121,FZDR6Y
2019-7-2,Farm 122,17443
2019-7-3,Farm 118,17384
2019-7-3,E84AJV,2668
2019-7-3,Farm 120,11964
2019-7-3,Farm 121,3792
MDIRQY,Farm 122,17515
2019-7-4,Farm 118,17475
2019-7-4,Farm 119,2397
2019-7-4,Farm 120,11957
2019-7-4,Farm 121,3792
2019-7-4,Farm 122,17457
2019-7-5,Farm 118,17255
2019-7-5,Farm 119,2659
2019-7-5,9Z3FRW,11926
2019-7-5,Farm 121,3826
2019-7-5,Farm 122,M0ZH8A
2019-7-6,Farm 118,17493
2019-7-6,OYB1F8,2662
2019-7-6,Farm 120,11949
2019-7-6,Farm 121,3624
2019-7-6,Farm 122,17564
2019-7-7,ETKT7Z,17495
ODSS47,Farm 119,2548
2019-7-7,Farm 120,14HQWH
2019-7-7,4B1IJV,3631
2019-7-7,Farm 122,17687
2019-7-8,Farm 118,17423
2019-7-8,Farm 119,AOYC4G
2019-7-8,Farm 120,11861
2019-7-8,Farm 121,3640
2019-7-8,Farm 122,M5US0V
2019-7-9,Farm 118,17405
2019-7-9,Farm 119,2722
2019-7-9,Farm 120,11919
2019-7-9,Farm 121,3807
2019-7-9,Farm 122,17486
2019-7-10,Farm 118,7ZK8NB
2019-7-10,Farm 119,2493
2019-7-10,Farm 120,11816
2019-7-10,NNQBLU,3822
2019-7-10,Farm 122,17638
2019-7-11,Farm 118,17526
2019-7-11,Farm 119,2501
2019-7-11,Farm 120,D55G5M
2019-7-11,Farm 121,3759
2019-7-11,Farm 122,17377
2019-7-12,Farm 118,17413
2019-7-12,Farm 119,2621
2019-7-12,Farm 120,11943
2019-7-12,Farm 121,3766
2019-7-12,Farm 122,17368
2019-7-13,Farm 118,17505
2019-7-13,Farm 119,2734
2019-7-13,Farm 120,12034
2019-7-13,Farm 121,3796
2019-7-13,Farm 122,17646
2019-7-14,64UMAE,17471
2019-7-14,Farm 119,2559
2019-7-14,Farm 120,11882
2019-7-14,Farm 121,3762
2019-7-14,Farm 122,17459
2019-7-15,Farm 118,17528
2019-7-15,Farm 119,2598
2019-7-15,Farm 120,11808
2019-7-15,CYSUUF,3835
YUWD6A,Farm 122,17483
2019-7-16,Farm 118,17482
2019-7-16,Farm 119,2525
2019-7-16,Farm 120,11910
2019-7-16,Farm 121,3774
2019-7-16,Farm 122,17479
2019-7-17,Farm 118,17601
2019-7-17,Farm 119,2524
2019-7-17,XX9F7K,11958
2019-7-17,Farm 121,3837
2019-7-17,Farm 122,17521
2019-7-18,Farm 118,17477
2019-7-18,LY6GA3,2521
2019-7-18,Farm 120,11885
2019-7-18,Farm 121,3762
2019-7-18,Farm 122,17513
2019-7-19,Farm 118,P79VUF
2019-7-19,Farm 119,2666
0TOZBI,Farm 120,11876
2019-7-19,Farm 121,3717
2019-7-19,Farm 122,17450
2019-7-20,Farm 118,17424
2019-7-20,Farm 119,2582
2019-7-20,Farm 120,11973
2019-7-20,Farm 121,3704
2019-7-20,Farm 122,17490
2019-7-21,Farm 118,17424
2019-7-21,Farm 119,2633
2019-7-21,Farm 120,11925
2019-7-21,Farm 121,3753
2019-7-21,Farm 122,17491
2019-7-22,Farm 118,17505
2019-7-22,Farm 119,2610
V64457,Farm 120,12010
2019-7-22,Farm 121,3741
2019-7-22,Farm 122,17527
2019-7-23,Farm 118,17515
2019-7-23,CP5626,2521
2019-7-23,Farm 120,11925
2019-7-23,Farm 121,3639
2019-7-23,Farm 122,17596
2019-7-24,Farm 118,17460
2019-7-24,Farm 119,2599
2019-7-24,EE4BXB,12058
70Y98J,Farm 121,3888
2019-7-24,Farm 122,17452
2019-7-25,Farm 118,17420
2019-7-25,Farm 119,2618
2019-7-25,Farm 120,12000
2019-7-25,Farm 121,3801
2019-7-25,Farm 122,17607
2019-7-26,Farm 118,17412
2019-7-26,Farm 119,2539
2019-7-26,Farm 120,11876
2019-7-26,Farm 121,3753
2019-7-26,Farm 122,17481
2019-7-27,Farm 118,17461
2019-7-27,Farm 119,2532
2019-7-27,A2QLXC,11872
2019-7-27,Farm 121,3650
2019-7-27,Farm 122,17595
2019-7-28,Farm 118,17502
2019-7-28,Farm 119,2519
2019-7-28,Farm 120,11865
2019-7-28,Farm 121,3752
2019-7-28,Farm 122,17450
2019-7-29,Farm 118,17575
2019-7-29,Farm 119,2526
2019-7-29,Farm 120,12063
2019-7-29,Farm 121,3698
2019-7-29,Farm 122,17458
2019-7-30,Farm 118,17570
2019-7-30,Farm 119,2529
P30A5M,Farm 120,11924
2019-7-30,Farm 121,3823
2019-7-30,Farm 122,17475
2019-7-31,Farm 118,17421
2019-7-31,Farm 119,2682
2019-7-31,Farm 120,G09HVI
2019-7-31,Farm 121,3816
2019-7-31,Farm 122,17444
