date,farm_id,weight
2019-6-1,Farm 118,17463
2019-6-1,Farm 119,2701
2019-6-1,Farm 120,11926
2019-6-1,Farm 121,R5H5ML
2019-6-1,Farm 122,17447
VZSY8D,Farm 118,17531
2019-6-2,Farm 119,2539
2019-6-2,Farm 120,11849
2019-6-2,Farm 121,3665
2019-6-2,Farm 122,17566
X1KM2B,Farm 118,17415
2019-6-3,Farm 119,G5VF8Z
2019-6-3,Farm 120,11935
2019-6-3,Farm 121,3838
2019-6-3,Farm 122,AZ7ODS
2019-6-4,Farm 118,17514
2019-6-4,Farm 119,2545
2019-6-4,Farm 120,11973
2019-6-4,Farm 121,3827
2019-6-4,Farm 122,17569
2019-6-5,Farm 118,17510
2019-6-5,Farm 119,2682
2019-6-5,Farm 120,Z1VNDI
2019-6-5,Farm 121,3621
2019-6-5,Farm 122,17488
2019-6-6,Farm 118,17504
2019-6-6,Farm 119,2616
2019-6-6,Farm 120,12013
2019-6-6,Farm 121,L5H1MC
2019-6-6,Farm 122,17503
2019-6-7,Farm 118,17395
2019-6-7,Farm 119,2585
2019-6-7,Farm 120,11854
2019-6-7,Farm 121,3807
2019-6-7,Farm 122,17568
2019-6-8,Farm 118,17466
2019-6-8,Farm 119,2685
2019-6-8,Farm 120,12023
2019-6-8,Farm 121,3727
2019-6-8,Farm 122,17465
FZUO0F,Farm 118,17478
2019-6-9,Farm 119,2629
2019-6-9,Farm 120,11795
2019-6-9,Farm 121,3740
WC47VH,Farm 122,17581
2019-6-10,Farm 118,17443
2019-6-10,Farm 119,2589
2019-6-10,Farm 120,11777
2019-6-10,Farm 121,3751
2019-6-10,Farm 122,17490
2019-6-11,Farm 118,17611
2019-6-11,Farm 119,2452
2019-6-11,Farm 120,URY74E
2019-6-11,Farm 121,3684
2019-6-11,Farm 122,17504
2019-6-12,Farm 118,17399
2019-6-12,Farm 119,2594
2019-6-12,Farm 120,11871
2019-6-12,Farm 121,3758
2019-6-12,Farm 122,17502
2019-6-13,Farm 118,17448
2019-6-13,Farm 119,2590
EJ246C,Farm 120,11865
2019-6-13,Farm 121,3816
2019-6-13,Farm 122,17376
2019-6-14,Farm 118,17395
2019-6-14,Farm 119,2491
G33VQR,Farm 120,11867
2019-6-14,Farm 121,3751
2019-6-14,Farm 122,17531
2019-6-15,Farm 118,17543
2019-6-15,Farm 119,2604
2019-6-15,KP5B2A,11855
2019-6-15,Farm 121,3739
2019-6-15,Y8ZJD4,17518
2019-6-16,Farm 118,17478
2019-6-16,Farm 119,2600
2019-6-16,Farm 120,11981
2019-6-16,Farm 121,3774
2019-6-16,Farm 122,17490
2019-6-17,Farm 118,17399
2019-6-17,Farm 119,2512
6TVA9Q,Farm 120,12014
2019-6-17,Farm 121,4023
2019-6-17,Farm 122,17528
2019-6-18,Farm 118,17534
2019-6-18,Farm 119,2715
2019-6-18,Farm 120,11922
2019-6-18,Farm 121,3687
2019-6-18,Farm 122,17523
2019-6-19,Farm 118,17499
2019-6-19,Farm 119,2681
2019-6-19,Farm 120,11947
2019-6-19,Farm 121,3826
2019-6-19,Farm 122,17422
2019-6-20,Farm 118,17597
2019-6-20,Farm 119,2597
2019-6-20,Farm 120,11907
2019-6-20,Farm 121,3731
2019-6-20,Farm 122,17505
2019-6-21,Farm 118,17459
2019-6-21,Farm 119,2622
2019-6-21,Farm 120,11961
2019-6-21,Farm 121,3778
2019-6-21,Farm 122,17493
2019-6-22,JTMG3J,17484
2019-6-22,Farm 119,2708
2019-6-22,Farm 120,11924
2019-6-22,Farm 121,7XM6WB
2019-6-22,Farm 122,17453
2019-6-23,Farm 118,17447
2019-6-23,Farm 119,2639
2019-6-23,Farm 120,12019
BT9DEF,Farm 121,3706
2019-6-23,Farm 122,17477
2019-6-24,Farm 118,AU0LEI
2019-6-24,SDTTLO,2652
2019-6-24,Farm 120,11971
2019-6-24,Farm 121,3653
2019-6-24,Farm 122,17535
2019-6-25,Farm 118,17475
2019-6-25,Farm 119,2571
2019-6-25,Farm 120,11932
2019-6-25,T9T4GD,3759
2019-6-25,Farm 122,H8BBWF
2019-6-26,V01WMR,17471
2019-6-26,Farm 119,2579
2019-6-26,Farm 120,12013
2019-6-26,Farm 121,3787
2019-6-26,Farm 122,NMA01R
2019-6-27,Farm 118,17476
2019-6-27,Farm 119,2614
2019-6-27,Farm 120,11913
2019-6-27,Farm 121,3643
2019-6-27,Farm 122,17470
2019-6-28,Farm 118,17501
2019-6-28,Farm 119,2493
2019-6-28,Farm 120,12032
2019-6-28,Farm 121,3587
2019-6-28,Farm 122,17447
2019-6-29,Farm 118,17507
2019-6-29,Farm 119,2460
2019-6-29,Farm 120,12066
2019-6-29,Farm 121,3647
2019-6-29,Farm 122,17618
2019-6-30,HBZVDY,17511
2019-6-30,Farm 119,ENHPLU
2019-6-30,Farm 120,11907
2019-6-30,Farm 121,3605
2019-6-30,Farm 122,17659
