date,farm_id,weight
2019-6-1,Farm 0,6629
2019-6-1,Farm 1,8774
2019-6-1,Farm 2,3569
2019-6-2,Farm 0,6714
2019-6-2,Farm 1,8619
2019-6-2,Farm 2,3510
2019-6-3,Farm 0,6657
2019-6-3,Farm 1,8654
2019-6-3,Farm 2,3524
2019-6-4,Farm 0,6769
2019-6-4,Farm 1,8835
2019-6-4,Farm 2,3501
2019-6-5,Farm 0,6904
2019-6-5,Farm 1,8793
2019-6-5,Farm 2,3593
2019-6-6,Farm 0,6662
2019-6-6,Farm 1,8718
2019-6-6,Farm 2,3467
2019-6-7,Farm 0,6659
2019-6-7,Farm 1,8734
2019-6-7,Farm 2,3410
2019-6-8,Farm 0,6672
2019-6-8,Farm 1,8707
2019-6-8,Farm 2,3391
2019-6-9,Farm 0,6672
2019-6-9,Farm 1,8751
2019-6-9,Farm 2,3533
2019-6-10,Farm 0,6827
2019-6-10,Farm 1,8683
2019-6-10,Farm 2,3369
2019-6-11,Farm 0,6705
2019-6-11,Farm 1,8701
2019-6-11,Farm 2,3573
2019-6-12,Farm 0,6861
2019-6-12,Farm 1,8726
2019-6-12,Farm 2,3544
2019-6-13,Farm 0,6782
2019-6-13,Farm 1,8744
2019-6-13,Farm 2,3520
2019-6-14,Farm 0,6819
2019-6-14,Farm 1,8600
2019-6-14,Farm 2,3488
2019-6-15,Farm 0,6717
2019-6-15,Farm 1,8773
2019-6-15,Farm 2,3582
2019-6-16,Farm 0,6702
2019-6-16,Farm 1,8664
2019-6-16,Farm 2,3462
2019-6-17,Farm 0,6674
2019-6-17,Farm 1,8860
2019-6-17,Farm 2,3485
2019-6-18,Farm 0,6772
2019-6-18,Farm 1,8761
2019-6-18,Farm 2,3569
2019-6-19,Farm 0,6615
2019-6-19,Farm 1,8683
2019-6-19,Farm 2,3446
2019-6-20,Farm 0,6812
2019-6-20,Farm 1,8699
2019-6-20,Farm 2,3565
2019-6-21,Farm 0,6820
2019-6-21,Farm 1,8706
2019-6-21,Farm 2,3334
2019-6-22,Farm 0,6788
2019-6-22,Farm 1,8704
2019-6-22,Farm 2,3375
2019-6-23,Farm 0,6740
2019-6-23,Farm 1,8703
2019-6-23,Farm 2,3487
2019-6-24,Farm 0,6842
2019-6-24,Farm 1,8809
2019-6-24,Farm 2,3427
2019-6-25,Farm 0,6740
2019-6-25,Farm 1,8704
2019-6-25,Farm 2,3338
2019-6-26,Farm 0,6673
2019-6-26,Farm 1,8734
2019-6-26,Farm 2,3555
2019-6-27,Farm 0,6716
2019-6-27,Farm 1,8668
2019-6-27,Farm 2,3659
2019-6-28,Farm 0,6810
2019-6-28,Farm 1,8709
2019-6-28,Farm 2,3468
2019-6-29,Farm 0,6893
2019-6-29,Farm 1,8764
2019-6-29,Farm 2,3479
2019-6-30,Farm 0,6694
2019-6-30,Farm 1,8735
2019-6-30,Farm 2,3561
