date,farm_id,weight
2019-10-1,Farm 0,6599
2019-10-1,Farm 1,8817
2019-10-1,Farm 2,3611
2019-10-2,Farm 0,6792
2019-10-2,Farm 1,8765
2019-10-2,Farm 2,3299
2019-10-3,Farm 0,6671
2019-10-3,Farm 1,8683
2019-10-3,Farm 2,3501
2019-10-4,Farm 0,6747
2019-10-4,Farm 1,8672
2019-10-4,Farm 2,3481
2019-10-5,Farm 0,6612
2019-10-5,Farm 1,8616
2019-10-5,Farm 2,3398
2019-10-6,Farm 0,6756
2019-10-6,Farm 1,8829
2019-10-6,Farm 2,3567
2019-10-7,Farm 0,6655
2019-10-7,Farm 1,8817
2019-10-7,Farm 2,3389
2019-10-8,Farm 0,6860
2019-10-8,Farm 1,8776
2019-10-8,Farm 2,3496
2019-10-9,Farm 0,6742
2019-10-9,Farm 1,8762
2019-10-9,Farm 2,3532
2019-10-10,Farm 0,6587
2019-10-10,Farm 1,8760
2019-10-10,Farm 2,3637
2019-10-11,Farm 0,6681
2019-10-11,Farm 1,8902
2019-10-11,Farm 2,3531
2019-10-12,Farm 0,6630
2019-10-12,Farm 1,8781
2019-10-12,Farm 2,3432
2019-10-13,Farm 0,6849
2019-10-13,Farm 1,8747
2019-10-13,Farm 2,3609
2019-10-14,Farm 0,6758
2019-10-14,Farm 1,8773
2019-10-14,Farm 2,3432
2019-10-15,Farm 0,6825
2019-10-15,Farm 1,8843
2019-10-15,Farm 2,3648
2019-10-16,Farm 0,6769
2019-10-16,Farm 1,8717
2019-10-16,Farm 2,3560
2019-10-17,Farm 0,6647
2019-10-17,Farm 1,8787
2019-10-17,Farm 2,3477
2019-10-18,Farm 0,6866
2019-10-18,Farm 1,8776
2019-10-18,Farm 2,3527
2019-10-19,Farm 0,6716
2019-10-19,Farm 1,8714
2019-10-19,Farm 2,3530
2019-10-20,Farm 0,6999
2019-10-20,Farm 1,8764
2019-10-20,Farm 2,3522
2019-10-21,Farm 0,6615
2019-10-21,Farm 1,8734
2019-10-21,Farm 2,3576
2019-10-22,Farm 0,6665
2019-10-22,Farm 1,8698
2019-10-22,Farm 2,3507
2019-10-23,Farm 0,6635
2019-10-23,Farm 1,8886
2019-10-23,Farm 2,3544
2019-10-24,Farm 0,6787
2019-10-24,Farm 1,8716
2019-10-24,Farm 2,3454
2019-10-25,Farm 0,6676
2019-10-25,Farm 1,8742
2019-10-25,Farm 2,3594
2019-10-26,Farm 0,6797
2019-10-26,Farm 1,8760
2019-10-26,Farm 2,3532
2019-10-27,Farm 0,6791
2019-10-27,Farm 1,8873
2019-10-27,Farm 2,3448
2019-10-28,Farm 0,6812
2019-10-28,Farm 1,8732
2019-10-28,Farm 2,3515
2019-10-29,Farm 0,6816
2019-10-29,Farm 1,8679
2019-10-29,Farm 2,3407
2019-10-30,Farm 0,6820
2019-10-30,Farm 1,8847
2019-10-30,Farm 2,3522
2019-10-31,Farm 0,6808
2019-10-31,Farm 1,8648
2019-10-31,Farm 2,3516
