date,farm_id,weight
2019-7-1,Farm 0,6783
2019-7-1,Farm 1,8663
2019-7-1,Farm 2,3546
2019-7-2,Farm 0,6693
2019-7-2,Farm 1,8785
2019-7-2,Farm 2,3534
2019-7-3,Farm 0,6772
2019-7-3,Farm 1,8738
2019-7-3,Farm 2,3536
2019-7-4,Farm 0,6719
2019-7-4,Farm 1,8828
2019-7-4,Farm 2,3480
2019-7-5,Farm 0,6815
2019-7-5,Farm 1,8629
2019-7-5,Farm 2,3414
2019-7-6,Farm 0,6832
2019-7-6,Farm 1,8712
2019-7-6,Farm 2,3403
2019-7-7,Farm 0,6725
2019-7-7,Farm 1,8601
2019-7-7,Farm 2,3518
2019-7-8,Farm 0,6779
2019-7-8,Farm 1,8750
2019-7-8,Farm 2,3384
2019-7-9,Farm 0,6750
2019-7-9,Farm 1,8890
2019-7-9,Farm 2,3331
2019-7-10,Farm 0,6831
2019-7-10,Farm 1,8693
2019-7-10,Farm 2,3681
2019-7-11,Farm 0,6670
2019-7-11,Farm 1,8775
2019-7-11,Farm 2,3528
2019-7-12,Farm 0,6846
2019-7-12,Farm 1,8743
2019-7-12,Farm 2,3637
2019-7-13,Farm 0,6755
2019-7-13,Farm 1,8819
2019-7-13,Farm 2,3423
2019-7-14,Farm 0,6889
2019-7-14,Farm 1,8674
2019-7-14,Farm 2,3548
2019-7-15,Farm 0,6869
2019-7-15,Farm 1,8760
2019-7-15,Farm 2,3568
2019-7-16,Farm 0,6767
2019-7-16,Farm 1,8758
2019-7-16,Farm 2,3423
2019-7-17,Farm 0,6697
2019-7-17,Farm 1,8693
2019-7-17,Farm 2,3446
2019-7-18,Farm 0,6818
2019-7-18,Farm 1,8734
2019-7-18,Farm 2,3553
2019-7-19,Farm 0,6737
2019-7-19,Farm 1,8773
2019-7-19,Farm 2,3323
2019-7-20,Farm 0,6953
2019-7-20,Farm 1,8817
2019-7-20,Farm 2,3569
2019-7-21,Farm 0,6635
2019-7-21,Farm 1,8769
2019-7-21,Farm 2,3368
2019-7-22,Farm 0,6689
2019-7-22,Farm 1,8688
2019-7-22,Farm 2,3437
2019-7-23,Farm 0,6735
2019-7-23,Farm 1,8769
2019-7-23,Farm 2,3592
2019-7-24,Farm 0,6812
2019-7-24,Farm 1,8781
2019-7-24,Farm 2,3477
2019-7-25,Farm 0,6870
2019-7-25,Farm 1,8800
2019-7-25,Farm 2,3621
2019-7-26,Farm 0,6681
2019-7-26,Farm 1,8736
2019-7-26,Farm 2,3479
2019-7-27,Farm 0,6642
2019-7-27,Farm 1,8730
2019-7-27,Farm 2,3445
2019-7-28,Farm 0,6815
2019-7-28,Farm 1,8722
2019-7-28,Farm 2,3546
2019-7-29,Farm 0,6859
2019-7-29,Farm 1,8679
2019-7-29,Farm 2,3492
2019-7-30,Farm 0,6644
2019-7-30,Farm 1,8646
2019-7-30,Farm 2,3563
2019-7-31,Farm 0,6737
2019-7-31,Farm 1,8748
2019-7-31,Farm 2,3476
