date,farm_id,weight
2019-9-1,Farm 123,2655
2019-9-1,Farm 124,2362
2019-9-2,Farm 123,2723
2019-9-2,Farm 124,2180
2019-9-2,Farm 125,9462
2019-9-3,Farm 123,2698
2019-9-3,-,2250
2019-9-4,Farm 123,2736
2019-9-4,Farm 124,2259
2019-9-4,Farm 125,9561
-,Farm 123,2783
2019-9-5,Farm 124,2345
2019-9-6,Farm 123,2773
2019-9-6,Farm 124,2139
2019-9-6,Farm 125,9419
2019-9-7,Farm 123,2800
2019-9-7,-,2324
-,Farm 123,2531
2019-9-8,Farm 124,2270
2019-9-8,Farm 125,-
-,Farm 123,2574
2019-9-9,Farm 124,2216
2019-9-10,-,2842
2019-9-10,Farm 124,2226
2019-9-10,Farm 125,9424
2019-9-11,Farm 123,2667
2019-9-11,Farm 124,2176
2019-9-12,Farm 123,2672
2019-9-12,Farm 124,2283
2019-9-12,Farm 125,9550
2019-9-13,Farm 123,2720
2019-9-13,Farm 124,2135
2019-9-14,Farm 123,2705
2019-9-14,Farm 124,2416
2019-9-14,Farm 125,9340
2019-9-15,Farm 123,2762
2019-9-15,Farm 124,2228
2019-9-16,Farm 123,2743
2019-9-16,-,2280
2019-9-16,-,9483
2019-9-17,Farm 123,2693
2019-9-17,-,2239
-,Farm 123,2743
2019-9-18,Farm 124,2275
2019-9-18,Farm 125,9404
2019-9-19,Farm 123,2653
2019-9-19,Farm 124,2263
2019-9-20,Farm 123,2639
2019-9-20,Farm 124,2321
2019-9-20,Farm 125,9447
2019-9-21,-,2710
2019-9-21,Farm 124,2263
2019-9-22,Farm 123,2747
2019-9-22,Farm 124,2317
2019-9-22,Farm 125,9479
2019-9-23,Farm 123,2752
2019-9-23,Farm 124,2339
2019-9-24,Farm 123,2695
2019-9-24,-,2210
2019-9-24,Farm 125,9518
2019-9-25,Farm 123,2785
2019-9-25,Farm 124,2334
2019-9-26,Farm 123,2786
-,Farm 124,2316
2019-9-26,Farm 125,9608
2019-9-27,Farm 123,2619
2019-9-27,Farm 124,2426
2019-9-28,Farm 123,2663
2019-9-28,Farm 124,2362
2019-9-28,Farm 125,9523
2019-9-29,Farm 123,2727
2019-9-29,Farm 124,2318
2019-9-30,Farm 123,2779
2019-9-30,Farm 124,2170
2019-9-30,Farm 125,-
