date,farm_id,weight
2019-1-1,Farm 123,2695
2019-1-1,Farm 124,2384
2019-1-2,Farm 123,2747
2019-1-2,Farm 124,2213
2019-1-2,Farm 125,-
2019-1-3,Farm 123,2695
2019-1-3,Farm 124,2275
2019-1-4,Farm 123,2745
2019-1-4,Farm 124,2182
2019-1-4,Farm 125,9484
2019-1-5,Farm 123,2707
2019-1-5,Farm 124,2402
2019-1-6,Farm 123,2729
2019-1-6,Farm 124,2438
2019-1-6,Farm 125,9592
2019-1-7,-,2634
2019-1-7,Farm 124,2359
2019-1-8,Farm 123,2643
2019-1-8,Farm 124,2286
2019-1-8,Farm 125,9418
2019-1-9,Farm 123,2748
2019-1-9,Farm 124,2288
2019-1-10,Farm 123,2659
2019-1-10,Farm 124,2237
2019-1-10,Farm 125,9464
2019-1-11,Farm 123,2728
-,Farm 124,2232
2019-1-12,Farm 123,2733
2019-1-12,Farm 124,2304
2019-1-12,Farm 125,9425
2019-1-13,Farm 123,2819
2019-1-13,Farm 124,2224
2019-1-14,Farm 123,2731
2019-1-14,Farm 124,2335
2019-1-14,Farm 125,9458
2019-1-15,Farm 123,2692
2019-1-15,Farm 124,2250
2019-1-16,Farm 123,2598
2019-1-16,Farm 124,2172
2019-1-16,Farm 125,9405
2019-1-17,Farm 123,2643
2019-1-17,-,2240
2019-1-18,Farm 123,2658
2019-1-18,Farm 124,2237
2019-1-18,Farm 125,9361
2019-1-19,Farm 123,2736
2019-1-19,Farm 124,2335
2019-1-20,Farm 123,2704
2019-1-20,-,2226
2019-1-20,Farm 125,9443
2019-1-21,Farm 123,2663
2019-1-21,Farm 124,2313
2019-1-22,Farm 123,2671
2019-1-22,Farm 124,2373
2019-1-22,Farm 125,9542
-,Farm 123,2624
2019-1-23,-,2178
2019-1-24,Farm 123,2715
2019-1-24,Farm 124,2344
2019-1-24,Farm 125,9535
2019-1-25,Farm 123,-
2019-1-25,Farm 124,2233
2019-1-26,Farm 123,2760
2019-1-26,Farm 124,2302
2019-1-26,Farm 125,9339
2019-1-27,Farm 123,2624
2019-1-27,Farm 124,2242
2019-1-28,Farm 123,2758
2019-1-28,Farm 124,2298
2019-1-28,Farm 125,9676
2019-1-29,Farm 123,2669
2019-1-29,Farm 124,2297
2019-1-30,Farm 123,2749
2019-1-30,Farm 124,2413
-,Farm 125,9487
-,Farm 123,2613
2019-1-31,Farm 124,2260
