date,farm_id,weight
2019-4-1,Farm 18,2336
2019-4-1,Farm 19,2032
2019-4-1,Farm 20,11843
2019-4-1,Farm 21,4165
2019-4-1,Farm 22,16633
2019-4-1,Farm 23,10303
2019-4-1,Farm 25,17567
2019-4-1,Farm 26,17093
2019-4-1,Farm 27,3030
2019-4-1,Farm 28,17547
2019-4-1,Farm 30,11596
2019-4-1,Farm 31,9892
2019-4-1,Farm 32,2570
2019-4-1,Farm 33,2146
2019-4-1,Farm 34,2892
2019-4-1,Farm 35,16811
2019-4-1,Farm 37,6682
2019-4-1,Farm 38,17472
2019-4-1,Farm 39,2311
2019-4-1,Farm 40,16052
2019-4-1,Farm 41,17879
2019-4-1,Farm 42,16399
2019-4-1,Farm 43,2951
2019-4-1,Farm 45,9159
2019-4-1,Farm 46,10005
2019-4-1,Farm 47,10996
2019-4-1,Farm 48,3048
2019-4-1,Farm 50,17561
2019-4-1,Farm 51,6265
2019-4-1,Farm 52,6724
2019-4-1,Farm 53,10548
2019-4-1,Farm 54,8175
2019-4-1,Farm 55,16873
2019-4-1,Farm 57,6968
2019-4-1,Farm 58,17723
2019-4-1,Farm 59,17142
2019-4-1,Farm 60,8856
2019-4-1,Farm 61,17351
2019-4-1,Farm 62,9358
2019-4-1,Farm 63,17316
2019-4-1,Farm 64,16882
2019-4-1,Farm 65,6133
2019-4-1,Farm 67,17010
2019-4-1,Farm 68,10137
2019-4-1,Farm 69,9058
2019-4-1,Farm 70,3309
2019-4-1,Farm 71,11364
2019-4-1,Farm 72,18018
2019-4-1,Farm 73,2665
2019-4-1,Farm 74,6916
2019-4-1,Farm 75,7577
2019-4-1,Farm 76,3935
2019-4-1,Farm 77,10281
2019-4-1,Farm 78,8428
2019-4-1,Farm 80,8330
2019-4-1,Farm 81,10806
2019-4-1,Farm 82,3114
2019-4-1,Farm 83,8131
2019-4-1,Farm 84,2247
2019-4-1,Farm 85,9560
2019-4-1,Farm 86,2419
2019-4-1,Farm 89,3568
2019-4-1,Farm 90,16113
2019-4-1,Farm 91,8993
2019-4-1,Farm 92,3509
2019-4-1,Farm 93,16987
2019-4-1,Farm 94,3377
2019-4-1,Farm 97,3631
2019-4-1,Farm 98,16580
2019-4-1,Farm 99,11794
2019-4-1,Farm 100,8936
2019-4-1,Farm 101,7645
2019-4-1,Farm 102,17297
2019-4-1,Farm 103,2630
2019-4-1,Farm 104,2997
2019-4-1,Farm 106,8616
2019-4-1,Farm 107,8424
2019-4-1,Farm 109,3534
2019-4-1,Farm 110,3897
2019-4-1,Farm 111,2736
2019-4-1,Farm 112,17293
2019-4-1,Farm 115,8647
2019-4-1,Farm 116,11292
2019-4-1,Farm 117,3758
2019-4-2,Farm 18,2167
2019-4-2,Farm 19,1931
2019-4-2,Farm 20,12010
2019-4-2,Farm 21,4163
2019-4-2,Farm 22,16609
2019-4-2,Farm 23,10408
2019-4-2,Farm 24,7299
2019-4-2,Farm 25,17472
2019-4-2,Farm 26,17031
2019-4-2,Farm 27,3003
2019-4-2,Farm 28,17483
2019-4-2,Farm 29,8950
2019-4-2,Farm 30,11789
2019-4-2,Farm 31,9811
2019-4-2,Farm 32,2524
2019-4-2,Farm 33,2197
2019-4-2,Farm 34,2805
2019-4-2,Farm 35,16886
2019-4-2,Farm 36,3956
2019-4-2,Farm 37,6727
2019-4-2,Farm 38,17547
2019-4-2,Farm 39,2395
2019-4-2,Farm 40,16213
2019-4-2,Farm 41,17649
2019-4-2,Farm 42,16413
2019-4-2,Farm 43,3064
2019-4-2,Farm 44,8396
2019-4-2,Farm 45,9343
2019-4-2,Farm 46,10132
2019-4-2,Farm 47,10988
2019-4-2,Farm 48,3196
2019-4-2,Farm 49,10597
2019-4-2,Farm 50,17576
2019-4-2,Farm 51,6153
2019-4-2,Farm 52,6640
2019-4-2,Farm 53,10473
2019-4-2,Farm 54,8123
2019-4-2,Farm 55,16836
2019-4-2,Farm 56,10919
2019-4-2,Farm 57,6865
2019-4-2,Farm 58,17743
2019-4-2,Farm 59,16942
2019-4-2,Farm 60,8814
2019-4-2,Farm 61,17619
2019-4-2,Farm 62,9523
2019-4-2,Farm 63,17294
2019-4-2,Farm 64,16876
2019-4-2,Farm 65,5997
2019-4-2,Farm 66,2112
2019-4-2,Farm 67,16947
2019-4-2,Farm 68,10125
2019-4-2,Farm 69,8880
2019-4-2,Farm 70,3574
2019-4-2,Farm 71,11174
2019-4-2,Farm 72,18001
2019-4-2,Farm 73,2757
2019-4-2,Farm 74,6716
2019-4-2,Farm 75,7640
2019-4-2,Farm 76,3909
2019-4-2,Farm 77,10186
2019-4-2,Farm 78,8394
2019-4-2,Farm 79,6409
2019-4-2,Farm 80,8431
2019-4-2,Farm 81,10833
2019-4-2,Farm 82,3015
2019-4-2,Farm 83,8038
2019-4-2,Farm 84,2129
2019-4-2,Farm 85,9571
2019-4-2,Farm 86,2564
2019-4-2,Farm 87,3683
2019-4-2,Farm 88,11672
2019-4-2,Farm 89,3444
2019-4-2,Farm 90,15982
2019-4-2,Farm 91,9089
2019-4-2,Farm 92,3412
2019-4-2,Farm 93,17171
2019-4-2,Farm 94,3385
2019-4-2,Farm 95,6758
2019-4-2,Farm 96,16769
2019-4-2,Farm 97,3633
2019-4-2,Farm 98,16558
2019-4-2,Farm 99,11798
2019-4-2,Farm 100,9023
2019-4-2,Farm 101,7618
2019-4-2,Farm 102,17302
2019-4-2,Farm 103,2615
2019-4-2,Farm 104,2934
2019-4-2,Farm 105,9259
2019-4-2,Farm 106,8754
2019-4-2,Farm 107,8535
2019-4-2,Farm 108,2774
2019-4-2,Farm 109,3392
2019-4-2,Farm 110,3772
2019-4-2,Farm 111,2659
2019-4-2,Farm 112,17356
2019-4-2,Farm 113,17480
2019-4-2,Farm 114,8073
2019-4-2,Farm 115,8620
2019-4-2,Farm 116,11327
2019-4-2,Farm 117,3702
2019-4-3,Farm 18,2305
2019-4-3,Farm 19,2065
2019-4-3,Farm 20,11914
2019-4-3,Farm 21,3937
2019-4-3,Farm 22,16615
2019-4-3,Farm 23,10368
2019-4-3,Farm 25,17529
2019-4-3,Farm 26,17131
2019-4-3,Farm 27,3000
2019-4-3,Farm 28,17424
2019-4-3,Farm 30,11748
2019-4-3,Farm 31,9723
2019-4-3,Farm 32,2425
2019-4-3,Farm 33,2053
2019-4-3,Farm 34,2844
2019-4-3,Farm 35,16802
2019-4-3,Farm 37,6799
2019-4-3,Farm 38,17560
2019-4-3,Farm 39,2521
2019-4-3,Farm 40,16157
2019-4-3,Farm 41,17685
2019-4-3,Farm 42,16484
2019-4-3,Farm 43,2977
2019-4-3,Farm 45,9193
2019-4-3,Farm 46,10072
2019-4-3,Farm 47,10978
2019-4-3,Farm 48,3109
2019-4-3,Farm 50,17551
2019-4-3,Farm 51,6377
2019-4-3,Farm 52,6666
2019-4-3,Farm 53,10656
2019-4-3,Farm 54,8111
2019-4-3,Farm 55,16930
2019-4-3,Farm 57,6928
2019-4-3,Farm 58,17594
2019-4-3,Farm 59,16972
2019-4-3,Farm 60,8751
2019-4-3,Farm 61,17421
2019-4-3,Farm 62,9553
2019-4-3,Farm 63,17327
2019-4-3,Farm 64,16831
2019-4-3,Farm 65,6131
2019-4-3,Farm 67,16961
2019-4-3,Farm 68,10168
2019-4-3,Farm 69,8963
2019-4-3,Farm 70,3391
2019-4-3,Farm 71,11078
2019-4-3,Farm 72,17965
2019-4-3,Farm 73,2686
2019-4-3,Farm 74,6758
2019-4-3,Farm 75,7661
2019-4-3,Farm 76,3798
2019-4-3,Farm 77,10234
2019-4-3,Farm 78,8452
2019-4-3,Farm 80,8429
