date,farm_id,weight
2019-6-1,Farm 18,2359
2019-6-1,Farm 19,2112
2019-6-1,Farm 20,11985
2019-6-1,Farm 21,3915
2019-6-1,Farm 22,16622
2019-6-1,Farm 23,10450
2019-6-1,Farm 25,17597
2019-6-1,Farm 26,17061
2019-6-1,Farm 27,3121
2019-6-1,Farm 28,17604
2019-6-1,Farm 30,11809
2019-6-1,Farm 31,9685
2019-6-1,Farm 32,2383
2019-6-1,Farm 33,1984
2019-6-1,Farm 34,3155
2019-6-1,Farm 35,16824
2019-6-1,Farm 37,6787
2019-6-1,Farm 38,17610
2019-6-1,Farm 39,2341
2019-6-1,Farm 40,16060
2019-6-1,Farm 41,17679
2019-6-1,Farm 42,16430
2019-6-1,Farm 43,3047
2019-6-1,Farm 45,9244
2019-6-1,Farm 46,9903
2019-6-1,Farm 47,11066
2019-6-1,Farm 48,3166
2019-6-1,Farm 50,17627
2019-6-1,Farm 51,6244
2019-6-1,Farm 52,6843
2019-6-1,Farm 53,10563
2019-6-1,Farm 54,8107
2019-6-1,Farm 55,16948
2019-6-1,Farm 57,6956
2019-6-1,Farm 58,17772
2019-6-1,Farm 59,16985
2019-6-1,Farm 60,8952
2019-6-1,Farm 61,17346
2019-6-1,Farm 62,9364
2019-6-1,Farm 63,17370
2019-6-1,Farm 64,16908
2019-6-1,Farm 65,6168
2019-6-1,Farm 67,16933
2019-6-1,Farm 68,10288
2019-6-1,Farm 69,8957
2019-6-1,Farm 70,3408
2019-6-1,Farm 71,11314
2019-6-1,Farm 72,17945
2019-6-1,Farm 73,2652
2019-6-1,Farm 74,6681
2019-6-1,Farm 75,7685
2019-6-1,Farm 76,3907
2019-6-1,Farm 77,10113
2019-6-1,Farm 78,8377
2019-6-1,Farm 80,8368
2019-6-1,Farm 81,10822
2019-6-1,Farm 82,2944
2019-6-1,Farm 83,8076
2019-6-1,Farm 84,2233
2019-6-1,Farm 85,9567
2019-6-1,Farm 86,2486
2019-6-1,Farm 89,3599
2019-6-1,Farm 90,16001
2019-6-1,Farm 91,9126
2019-6-1,Farm 92,3455
2019-6-1,Farm 93,16948
2019-6-1,Farm 94,3366
2019-6-1,Farm 97,3560
2019-6-1,Farm 98,16574
2019-6-1,Farm 99,11779
2019-6-1,Farm 100,9075
2019-6-1,Farm 101,7623
2019-6-1,Farm 102,17105
2019-6-1,Farm 103,2555
2019-6-1,Farm 104,2898
2019-6-1,Farm 106,8546
2019-6-1,Farm 107,8405
2019-6-1,Farm 109,3558
2019-6-1,Farm 110,3880
2019-6-1,Farm 111,2656
2019-6-1,Farm 112,17326
2019-6-1,Farm 115,8434
2019-6-1,Farm 116,11296
2019-6-1,Farm 117,3835
2019-6-2,Farm 18,2476
2019-6-2,Farm 19,2113
2019-6-2,Farm 20,12084
2019-6-2,Farm 21,3985
2019-6-2,Farm 22,16573
2019-6-2,Farm 23,10383
2019-6-2,Farm 24,7384
2019-6-2,Farm 25,17535
2019-6-2,Farm 26,17058
2019-6-2,Farm 27,3110
2019-6-2,Farm 28,17483
2019-6-2,Farm 29,9173
2019-6-2,Farm 30,11694
2019-6-2,Farm 31,9797
2019-6-2,Farm 32,2386
2019-6-2,Farm 33,2241
2019-6-2,Farm 34,3007
2019-6-2,Farm 35,16679
2019-6-2,Farm 36,4039
2019-6-2,Farm 37,6636
2019-6-2,Farm 38,17545
2019-6-2,Farm 39,2144
2019-6-2,Farm 40,16212
2019-6-2,Farm 41,17747
2019-6-2,Farm 42,16335
2019-6-2,Farm 43,3070
2019-6-2,Farm 44,8302
2019-6-2,Farm 45,9179
2019-6-2,Farm 46,10057
2019-6-2,Farm 47,10994
2019-6-2,Farm 48,3049
2019-6-2,Farm 49,10562
2019-6-2,Farm 50,17509
2019-6-2,Farm 51,6415
2019-6-2,Farm 52,6798
2019-6-2,Farm 53,10605
2019-6-2,Farm 54,7924
2019-6-2,Farm 55,16919
2019-6-2,Farm 56,10698
2019-6-2,Farm 57,6963
2019-6-2,Farm 58,17825
2019-6-2,Farm 59,17040
2019-6-2,Farm 60,8907
2019-6-2,Farm 61,17510
2019-6-2,Farm 62,9544
2019-6-2,Farm 63,17334
2019-6-2,Farm 64,16985
2019-6-2,Farm 65,6103
2019-6-2,Farm 66,1999
2019-6-2,Farm 67,17064
2019-6-2,Farm 68,10296
