date,farm_id,weight
2019-11-1,Farm 18,2393
2019-11-1,Farm 19,1940
2019-11-1,Farm 20,11877
2019-11-1,Farm 21,4119
2019-11-1,Farm 22,16530
2019-11-1,Farm 23,10342
2019-11-1,Farm 25,17545
2019-11-1,Farm 26,17141
2019-11-1,Farm 27,3043
2019-11-1,Farm 28,17542
2019-11-1,Farm 30,11639
2019-11-1,Farm 31,9714
2019-11-1,Farm 32,2319
2019-11-1,Farm 33,2229
2019-11-1,Farm 34,3022
2019-11-1,Farm 35,16739
2019-11-1,Farm 37,6742
2019-11-1,Farm 38,17517
2019-11-1,Farm 39,2374
2019-11-1,Farm 40,16026
2019-11-1,Farm 41,17833
2019-11-1,Farm 42,16539
2019-11-1,Farm 43,2914
2019-11-1,Farm 45,9137
2019-11-1,Farm 46,9975
2019-11-1,Farm 47,10904
2019-11-1,Farm 48,3189
2019-11-1,Farm 50,17492
2019-11-1,Farm 51,6211
2019-11-1,Farm 52,6789
2019-11-1,Farm 53,10487
2019-11-1,Farm 54,8174
2019-11-1,Farm 55,16914
2019-11-1,Farm 57,6989
2019-11-1,Farm 58,17573
2019-11-1,Farm 59,17007
2019-11-1,Farm 60,8919
2019-11-1,Farm 61,17390
2019-11-1,Farm 62,9378
2019-11-1,Farm 63,17382
2019-11-1,Farm 64,16987
2019-11-1,Farm 65,6106
2019-11-1,Farm 67,16873
2019-11-1,Farm 68,10132
2019-11-1,Farm 69,8924
2019-11-1,Farm 70,3304
2019-11-1,Farm 71,11055
2019-11-1,Farm 72,17886
2019-11-1,Farm 73,2543
2019-11-1,Farm 74,6614
2019-11-1,Farm 75,7582
2019-11-1,Farm 76,3738
2019-11-1,Farm 77,10308
2019-11-1,Farm 78,8393
2019-11-1,Farm 80,8543
2019-11-1,Farm 81,10855
2019-11-1,Farm 82,3100
2019-11-1,Farm 83,8164
2019-11-1,Farm 84,2123
2019-11-1,Farm 85,9523
2019-11-1,Farm 86,2628
2019-11-1,Farm 89,3494
2019-11-1,Farm 90,16137
2019-11-1,Farm 91,9182
2019-11-1,Farm 92,3415
2019-11-1,Farm 93,17098
2019-11-1,Farm 94,3521
2019-11-1,Farm 97,3599
2019-11-1,Farm 98,16484
2019-11-1,Farm 99,11840
2019-11-1,Farm 100,9195
2019-11-1,Farm 101,7621
2019-11-1,Farm 102,17353
2019-11-1,Farm 103,2492
2019-11-1,Farm 104,2974
2019-11-1,Farm 106,8769
2019-11-1,Farm 107,8434
2019-11-1,Farm 109,3509
2019-11-1,Farm 110,3776
2019-11-1,Farm 111,2712
2019-11-1,Farm 112,17214
2019-11-1,Farm 115,8638
2019-11-1,Farm 116,11376
2019-11-1,Farm 117,3850
2019-11-2,Farm 18,2563
2019-11-2,Farm 19,2098
2019-11-2,Farm 20,12018
2019-11-2,Farm 21,3902
2019-11-2,Farm 22,16636
2019-11-2,Farm 23,10259
2019-11-2,Farm 24,7223
2019-11-2,Farm 25,17586
2019-11-2,Farm 26,17126
2019-11-2,Farm 27,3110
2019-11-2,Farm 28,17553
2019-11-2,Farm 29,9070
2019-11-2,Farm 30,11845
2019-11-2,Farm 31,9924
2019-11-2,Farm 32,2577
2019-11-2,Farm 33,2030
2019-11-2,Farm 34,2873
2019-11-2,Farm 35,16821
2019-11-2,Farm 36,3999
2019-11-2,Farm 37,6694
2019-11-2,Farm 38,17647
2019-11-2,Farm 39,2274
2019-11-2,Farm 40,15918
2019-11-2,Farm 41,17773
2019-11-2,Farm 42,16496
2019-11-2,Farm 43,3023
2019-11-2,Farm 44,8405
2019-11-2,Farm 45,9240
2019-11-2,Farm 46,10097
2019-11-2,Farm 47,11178
2019-11-2,Farm 48,3424
2019-11-2,Farm 49,10498
2019-11-2,Farm 50,17534
2019-11-2,Farm 51,6256
2019-11-2,Farm 52,6725
2019-11-2,Farm 53,10602
2019-11-2,Farm 54,7956
2019-11-2,Farm 55,16955
2019-11-2,Farm 56,10721
2019-11-2,Farm 57,6884
2019-11-2,Farm 58,17824
2019-11-2,Farm 59,16961
2019-11-2,Farm 60,8915
2019-11-2,Farm 61,17461
2019-11-2,Farm 62,9415
2019-11-2,Farm 63,17260
2019-11-2,Farm 64,16877
2019-11-2,Farm 65,6204
2019-11-2,Farm 66,2154
2019-11-2,Farm 67,17141
2019-11-2,Farm 68,10162
2019-11-2,Farm 69,8928
2019-11-2,Farm 70,3438
2019-11-2,Farm 71,11201
2019-11-2,Farm 72,17902
2019-11-2,Farm 73,2759
2019-11-2,Farm 74,6675
2019-11-2,Farm 75,7537
2019-11-2,Farm 76,3815
2019-11-2,Farm 77,10133
2019-11-2,Farm 78,8430
2019-11-2,Farm 79,6478
2019-11-2,Farm 80,8384
2019-11-2,Farm 81,10753
2019-11-2,Farm 82,3092
2019-11-2,Farm 83,8136
2019-11-2,Farm 84,2164
2019-11-2,Farm 85,9505
2019-11-2,Farm 86,2650
2019-11-2,Farm 87,3526
2019-11-2,Farm 88,11879
2019-11-2,Farm 89,3490
2019-11-2,Farm 90,16118
2019-11-2,Farm 91,9206
2019-11-2,Farm 92,3508
2019-11-2,Farm 93,17036
2019-11-2,Farm 94,3489
2019-11-2,Farm 95,6842
2019-11-2,Farm 96,16706
2019-11-2,Farm 97,3660
