date,farm_id,weight
2019-9-1,Farm 18,2435
2019-9-1,Farm 19,2065
2019-9-1,Farm 20,11904
2019-9-1,Farm 21,3817
2019-9-1,Farm 22,16592
2019-9-1,Farm 23,10384
2019-9-1,Farm 25,17648
2019-9-1,Farm 26,16943
2019-9-1,Farm 27,3004
2019-9-1,Farm 28,17560
2019-9-1,Farm 30,11831
2019-9-1,Farm 31,9782
2019-9-1,Farm 32,2455
2019-9-1,Farm 33,2105
2019-9-1,Farm 34,2953
2019-9-1,Farm 35,16781
2019-9-1,Farm 37,6874
2019-9-1,Farm 38,17572
2019-9-1,Farm 39,2283
2019-9-1,Farm 40,15996
2019-9-1,Farm 41,17929
2019-9-1,Farm 42,16256
2019-9-1,Farm 43,2841
2019-9-1,Farm 45,9323
2019-9-1,Farm 46,9995
2019-9-1,Farm 47,10957
2019-9-1,Farm 48,3204
2019-9-1,Farm 50,17423
2019-9-1,Farm 51,6306
2019-9-1,Farm 52,6868
2019-9-1,Farm 53,10503
2019-9-1,Farm 54,8207
2019-9-1,Farm 55,16892
2019-9-1,Farm 57,6777
2019-9-1,Farm 58,17639
2019-9-1,Farm 59,17117
2019-9-1,Farm 60,8800
2019-9-1,Farm 61,17550
2019-9-1,Farm 62,9492
2019-9-1,Farm 63,17201
2019-9-1,Farm 64,16997
2019-9-1,Farm 65,5962
2019-9-1,Farm 67,16982
2019-9-1,Farm 68,10286
2019-9-1,Farm 69,9016
2019-9-1,Farm 70,3312
2019-9-1,Farm 71,11268
2019-9-1,Farm 72,17956
2019-9-1,Farm 73,2842
2019-9-1,Farm 74,6690
2019-9-1,Farm 75,7592
2019-9-1,Farm 76,3812
2019-9-1,Farm 77,10264
2019-9-1,Farm 78,8383
2019-9-1,Farm 80,8358
2019-9-1,Farm 81,10864
2019-9-1,Farm 82,3160
2019-9-1,Farm 83,8155
2019-9-1,Farm 84,2153
2019-9-1,Farm 85,9657
2019-9-1,Farm 86,2441
2019-9-1,Farm 89,3442
2019-9-1,Farm 90,15977
2019-9-1,Farm 91,9201
2019-9-1,Farm 92,3341
2019-9-1,Farm 93,17019
2019-9-1,Farm 94,3476
2019-9-1,Farm 97,3616
2019-9-1,Farm 98,16441
2019-9-1,Farm 99,11781
2019-9-1,Farm 100,9128
2019-9-1,Farm 101,7650
2019-9-1,Farm 102,17283
2019-9-1,Farm 103,2638
2019-9-1,Farm 104,2980
2019-9-1,Farm 106,8725
2019-9-1,Farm 107,8437
2019-9-1,Farm 109,3569
2019-9-1,Farm 110,3823
2019-9-1,Farm 111,2752
2019-9-1,Farm 112,17250
2019-9-1,Farm 115,8673
2019-9-1,Farm 116,11321
2019-9-1,Farm 117,3815
2019-9-2,Farm 18,2379
2019-9-2,Farm 19,2042
2019-9-2,Farm 20,11918
2019-9-2,Farm 21,4110
2019-9-2,Farm 22,16450
2019-9-2,Farm 23,10342
2019-9-2,Farm 24,7319
2019-9-2,Farm 25,17676
2019-9-2,Farm 26,17107
2019-9-2,Farm 27,3072
2019-9-2,Farm 28,17438
2019-9-2,Farm 29,9026
2019-9-2,Farm 30,11685
2019-9-2,Farm 31,9766
2019-9-2,Farm 32,2413
2019-9-2,Farm 33,2052
2019-9-2,Farm 34,2993
2019-9-2,Farm 35,16785
2019-9-2,Farm 36,3817
2019-9-2,Farm 37,6554
2019-9-2,Farm 38,17510
2019-9-2,Farm 39,2323
2019-9-2,Farm 40,16057
2019-9-2,Farm 41,17652
2019-9-2,Farm 42,16308
2019-9-2,Farm 43,3113
2019-9-2,Farm 44,8385
2019-9-2,Farm 45,9220
2019-9-2,Farm 46,10104
2019-9-2,Farm 47,10991
2019-9-2,Farm 48,3178
2019-9-2,Farm 49,10616
2019-9-2,Farm 50,17353
2019-9-2,Farm 51,6160
2019-9-2,Farm 52,6755
2019-9-2,Farm 53,10491
2019-9-2,Farm 54,8020
2019-9-2,Farm 55,16843
2019-9-2,Farm 56,10787
2019-9-2,Farm 57,6781
2019-9-2,Farm 58,17665
2019-9-2,Farm 59,16979
2019-9-2,Farm 60,8862
2019-9-2,Farm 61,17429
2019-9-2,Farm 62,9460
2019-9-2,Farm 63,17223
2019-9-2,Farm 64,16918
2019-9-2,Farm 65,6065
2019-9-2,Farm 66,1982
2019-9-2,Farm 67,17016
2019-9-2,Farm 68,10220
2019-9-2,Farm 69,9018
2019-9-2,Farm 70,3461
2019-9-2,Farm 71,11317
2019-9-2,Farm 72,18041
2019-9-2,Farm 73,2622
2019-9-2,Farm 74,6736
2019-9-2,Farm 75,7531
2019-9-2,Farm 76,3861
2019-9-2,Farm 77,10192
2019-9-2,Farm 78,8301
2019-9-2,Farm 79,6252
2019-9-2,Farm 80,8513
2019-9-2,Farm 81,10729
2019-9-2,Farm 82,2958
2019-9-2,Farm 83,8112
2019-9-2,Farm 84,2048
2019-9-2,Farm 85,9669
2019-9-2,Farm 86,2569
2019-9-2,Farm 87,3619
2019-9-2,Farm 88,11759
2019-9-2,Farm 89,3529
2019-9-2,Farm 90,15987
2019-9-2,Farm 91,8949
2019-9-2,Farm 92,3475
2019-9-2,Farm 93,17094
2019-9-2,Farm 94,3422
2019-9-2,Farm 95,6764
2019-9-2,Farm 96,16901
2019-9-2,Farm 97,3652
2019-9-2,Farm 98,16549
2019-9-2,Farm 99,11969
2019-9-2,Farm 100,9075
2019-9-2,Farm 101,7712
2019-9-2,Farm 102,17261
2019-9-2,Farm 103,2493
2019-9-2,Farm 104,2930
2019-9-2,Farm 105,9293
2019-9-2,Farm 106,8603
2019-9-2,Farm 107,8377
2019-9-2,Farm 108,2739
2019-9-2,Farm 109,3403
2019-9-2,Farm 110,3696
2019-9-2,Farm 111,2682
2019-9-2,Farm 112,17269
2019-9-2,Farm 113,17507
2019-9-2,Farm 114,8137
2019-9-2,Farm 115,8522
2019-9-2,Farm 116,11303
2019-9-2,Farm 117,3967
2019-9-3,Farm 18,2372
2019-9-3,Farm 19,2199
2019-9-3,Farm 20,11956
2019-9-3,Farm 21,3988
2019-9-3,Farm 22,16402
2019-9-3,Farm 23,10444
2019-9-3,Farm 25,17473
2019-9-3,Farm 26,17135
2019-9-3,Farm 27,3067
2019-9-3,Farm 28,17462
2019-9-3,Farm 30,11729
2019-9-3,Farm 31,9807
2019-9-3,Farm 32,2500
2019-9-3,Farm 33,2060
2019-9-3,Farm 34,3017
2019-9-3,Farm 35,16825
2019-9-3,Farm 37,6719
2019-9-3,Farm 38,17450
2019-9-3,Farm 39,2332
2019-9-3,Farm 40,16021
2019-9-3,Farm 41,17925
2019-9-3,Farm 42,16342
2019-9-3,Farm 43,3040
2019-9-3,Farm 45,9261
2019-9-3,Farm 46,10098
2019-9-3,Farm 47,10993
2019-9-3,Farm 48,3382
2019-9-3,Farm 50,17613
2019-9-3,Farm 51,6283
2019-9-3,Farm 52,6638
2019-9-3,Farm 53,10576
